試合ID,フレーム番号,ホームアウェイF,システムターゲットID,背番号,座標X,座標Y,時速
0001,4759,0,0,0,-32.7664,-8.9164,0.597
0001,4759,1,10001,1,-47.977,-3.5401,0.13
0001,4759,2,20001,1,18.5428,0.4567,0.0
0001,4759,1,10002,2,-44.402,-5.8263,0.037
0001,4759,2,20002,2,-1.0721,-5.278,0.044
0001,4759,1,10003,3,-40.8022,4.8248,0.089
0001,4759,2,20003,3,-1.8912,14.4527,0.004
0001,4759,1,10004,4,-40.4914,-14.0197,0.149
0001,4759,2,20004,4,-1.2232,-18.6582,0.064
0001,4759,1,10005,5,-41.8361,10.1097,0.131
0001,4759,2,20005,5,-24.144,7.8857,0.054
0001,4759,1,10006,6,-44.1771,-6.7528,0.0
0001,4759,2,20006,6,-35.6659,-4.8395,0.058
0001,4759,1,10007,7,-38.0554,-6.6435,0.169
0001,4759,2,20007,7,-34.032,15.2625,0.026
0001,4759,1,10008,8,-45.1607,4.9085,0.0
0001,4759,2,20008,8,-35.4316,-13.8202,0.088
0001,4759,1,10009,9,-34.9163,-14.8458,0.264
0001,4759,2,20009,9,-42.4864,6.4226,0.082
0001,4759,1,10010,10,-23.6836,17.3847,0.224
0001,4759,2,20010,10,-36.7227,-7.9761,0.166
0001,4759,1,10011,11,-33.1358,-8.18,0.45
0001,4759,2,20011,11,-40.7924,-0.4083,0.041
0001,4765,0,0,0,-28.6213,-9.9186,0.561
0001,4765,1,10001,1,-47.0918,-3.7323,0.023
0001,4765,2,20001,1,18.5428,0.4567,0.0
0001,4765,1,10002,2,-43.0854,-6.7526,0.161
0001,4765,2,20002,2,-1.0186,-5.3196,0.0
0001,4765,1,10003,3,-38.6637,4.7765,0.177
0001,4765,2,20003,3,-1.3684,14.7997,0.006
0001,4765,1,10004,4,-38.4026,-15.4684,0.157
0001,4765,2,20004,4,-0.7781,-19.344,0.028
0001,4765,1,10005,5,-39.4165,11.3532,0.174
0001,4765,2,20005,5,-23.096,7.7765,0.068
0001,4765,1,10006,6,-44.1771,-6.7528,0.0
0001,4765,2,20006,6,-34.6839,-4.9756,0.073
0001,4765,1,10007,7,-35.5566,-7.5084,0.184
0001,4765,2,20007,7,-33.4156,15.2527,0.047
0001,4765,1,10008,8,-45.1605,4.9083,0.0
0001,4765,2,20008,8,-34.2117,-14.1366,0.084
0001,4765,1,10009,9,-31.9296,-15.9637,0.269
0001,4765,2,20009,9,-41.5663,6.5973,0.091
0001,4765,1,10010,10,-19.9416,17.8862,0.25
0001,4765,2,20010,10,-35.5009,-8.481,0.081
0001,4765,1,10011,11,-29.353,-9.6141,0.485
0001,4765,2,20011,11,-39.6078,-0.4283,0.099
0001,4771,0,0,0,-24.446,-9.7946,0.53
0001,4771,1,10001,1,-45.1998,-3.5552,0.084
0001,4771,2,20001,1,18.5428,0.4567,0.0
0001,4771,1,10002,2,-41.1084,-8.2009,0.171
0001,4771,2,20002,2,-0.1324,-6.381,0.007
0001,4771,1,10003,3,-36.7291,4.9237,0.166
0001,4771,2,20003,3,-1.3606,14.8062,0.0
0001,4771,1,10004,4,-36.1969,-16.8694,0.157
0001,4771,2,20004,4,-0.7552,-19.3825,0.0
0001,4771,1,10005,5,-36.9792,12.6273,0.161
0001,4771,2,20005,5,-21.974,7.6998,0.069
0001,4771,1,10006,6,-44.1771,-6.7528,0.0
0001,4771,2,20006,6,-33.6846,-5.0227,0.066
0001,4771,1,10007,7,-33.5591,-8.1213,0.174
0001,4771,2,20007,7,-32.5575,15.3223,0.05
0001,4771,1,10008,8,-45.1605,4.9083,0.0
0001,4771,2,20008,8,-33.0039,-14.3977,0.085
0001,4771,1,10009,9,-28.8653,-17.1212,0.274
0001,4771,2,20009,9,-40.4559,6.9374,0.088
0001,4771,1,10010,10,-16.155,18.42,0.243
0001,4771,2,20010,10,-34.4355,-8.8801,0.084
0001,4771,1,10011,11,-25.2722,-9.9424,0.464
0001,4771,2,20011,11,-38.3273,-0.4992,0.108
0001,4775,0,0,0,-21.1923,-9.7992,0.688
0001,4775,1,10001,1,-45.0619,-3.5156,0.002
0001,4775,2,20001,1,18.5428,0.4567,0.0
0001,4775,1,10002,2,-39.8226,-9.1251,0.168
0001,4775,2,20002,2,-0.1245,-6.3888,0.0
0001,4775,1,10003,3,-35.3017,5.3479,0.174
0001,4775,2,20003,3,-0.7743,14.5069,0.007
0001,4775,1,10004,4,-34.6827,-17.899,0.168
0001,4775,2,20004,4,-0.7551,-19.3827,0.0
0001,4775,1,10005,5,-35.4606,13.5033,0.16
0001,4775,2,20005,5,-21.2127,7.623,0.071
0001,4775,1,10006,6,-44.1771,-6.7528,0.0
0001,4775,2,20006,6,-33.0053,-5.089,0.068
0001,4775,1,10007,7,-32.351,-8.4942,0.17
0001,4775,2,20007,7,-31.9943,15.3853,0.051
0001,4775,1,10008,8,-45.1605,4.9083,0.0
0001,4775,2,20008,8,-32.1952,-14.5809,0.086
0001,4775,1,10009,9,-26.6829,-17.9031,0.262
0001,4775,2,20009,9,-39.774,7.1359,0.081
0001,4775,1,10010,10,-13.5005,18.8828,0.281
0001,4775,2,20010,10,-33.7153,-9.1355,0.076
0001,4775,1,10011,11,-22.0817,-9.9377,0.481
0001,4775,2,20011,11,-37.4952,-0.5146,0.096
0001,4784,0,0,0,-16.2005,-7.4125,1.026
0001,4784,1,10001,1,-43.4892,-2.4902,0.008
0001,4784,2,20001,1,18.5428,0.4567,0.0
0001,4784,1,10002,2,-36.882,-10.498,0.163
0001,4784,2,20002,2,-0.1642,-7.3386,0.253
0001,4784,1,10003,3,-31.7812,6.302,0.189
0001,4784,2,20003,3,0.4037,15.0666,0.112
0001,4784,1,10004,4,-31.4446,-19.363,0.172
0001,4784,2,20004,4,-1.1697,-19.6527,0.0
0001,4784,1,10005,5,-31.6995,15.2666,0.161
0001,4784,2,20005,5,-19.5137,7.4886,0.07
0001,4784,1,10006,6,-44.1771,-6.7528,0.0
0001,4784,2,20006,6,-29.4187,-5.3897,0.067
0001,4784,1,10007,7,-28.5417,-9.7895,0.116
0001,4784,2,20007,7,-30.7513,15.4644,0.049
0001,4784,1,10008,8,-44.9279,4.9222,0.096
0001,4784,2,20008,8,-30.385,-14.9585,0.083
0001,4784,1,10009,9,-21.4719,-19.619,0.188
0001,4784,2,20009,9,-38.6283,7.5796,0.068
0001,4784,1,10010,10,-8.123,19.8084,0.186
0001,4784,2,20010,10,-32.0159,-9.7189,0.081
0001,4784,1,10011,11,-16.6855,-7.9939,0.103
0001,4784,2,20011,11,-35.6198,-0.6565,0.101
0001,4796,0,0,0,-10.7981,12.9422,1.095
0001,4796,1,10001,1,-41.1033,1.2519,0.089
0001,4796,2,20001,1,18.5428,0.4567,0.0
0001,4796,1,10002,2,-32.573,-10.3431,0.155
0001,4796,2,20002,2,1.6027,-3.7736,0.278
0001,4796,1,10003,3,-28.4318,8.8957,0.203
0001,4796,2,20003,3,2.415,16.0782,0.029
0001,4796,1,10004,4,-27.5118,-19.6138,0.169
0001,4796,2,20004,4,0.7782,-16.4808,0.046
0001,4796,1,10005,5,-26.965,17.6446,0.147
0001,4796,2,20005,5,-17.5504,7.1154,0.07
0001,4796,1,10006,6,-41.1546,-5.5011,0.158
0001,4796,2,20006,6,-27.766,-4.7488,0.068
0001,4796,1,10007,7,-23.6133,-9.943,0.19
0001,4796,2,20007,7,-26.8287,15.8434,0.051
0001,4796,1,10008,8,-40.4412,5.304,0.156
0001,4796,2,20008,8,-28.1137,-14.8876,0.086
0001,4796,1,10009,9,-15.3493,-20.2092,0.288
0001,4796,2,20009,9,-37.0186,8.3822,0.086
0001,4796,1,10010,10,-10.1505,13.7851,0.34
0001,4796,2,20010,10,-30.2812,-9.691,0.079
0001,4796,1,10011,11,-11.6421,-4.6628,0.288
0001,4796,2,20011,11,-32.1632,-0.3301,0.101
0001,4804,0,0,0,-5.6934,11.931,0.5
0001,4804,1,10001,1,-38.7471,2.916,0.188
0001,4804,2,20001,1,20.0397,1.1686,0.249
0001,4804,1,10002,2,-29.5501,-10.0767,0.009
0001,4804,2,20002,2,2.5857,-3.4684,0.251
0001,4804,1,10003,3,-26.1092,11.1541,0.181
0001,4804,2,20003,3,3.0817,17.6635,0.195
0001,4804,1,10004,4,-24.3728,-19.622,0.054
0001,4804,2,20004,4,2.6395,-15.4259,0.263
0001,4804,1,10005,5,-23.8556,19.3401,0.153
0001,4804,2,20005,5,-15.8064,7.4683,0.188
0001,4804,1,10006,6,-38.8997,-4.5745,0.112
0001,4804,2,20006,6,-26.6599,-4.2128,0.025
0001,4804,1,10007,7,-19.9157,-9.7796,0.183
0001,4804,2,20007,7,-25.7232,15.9295,0.046
0001,4804,1,10008,8,-38.2102,5.85,0.107
0001,4804,2,20008,8,-25.1112,-14.6549,0.106
0001,4804,1,10009,9,-10.1992,-20.7177,0.259
0001,4804,2,20009,9,-35.8184,8.8875,0.018
0001,4804,1,10010,10,-6.5272,11.3962,0.243
0001,4804,2,20010,10,-29.0847,-9.698,0.005
0001,4804,1,10011,11,-8.456,-2.0224,0.124
0001,4804,2,20011,11,-29.0421,0.2495,0.112
0001,4808,0,0,0,-3.1415,10.222,0.656
0001,4808,1,10001,1,-36.903,3.0643,0.19
0001,4808,2,20001,1,22.878,2.5199,0.133
0001,4808,1,10002,2,-28.7408,-10.1232,0.009
0001,4808,2,20002,2,5.4724,-2.432,0.382
0001,4808,1,10003,3,-25.212,12.1338,0.086
0001,4808,2,20003,3,2.1579,14.4494,0.303
0001,4808,1,10004,4,-22.7979,-19.9459,0.162
0001,4808,2,20004,4,4.6888,-13.41,0.288
0001,4808,1,10005,5,-22.3285,20.1456,0.161
0001,4808,2,20005,5,-13.3066,7.9541,0.242
0001,4808,1,10006,6,-37.7773,-4.1117,0.11
0001,4808,2,20006,6,-24.1835,-4.2024,0.174
0001,4808,1,10007,7,-18.0778,-9.609,0.187
0001,4808,2,20007,7,-25.1782,15.991,0.049
0001,4808,1,10008,8,-36.8096,6.2425,0.155
0001,4808,2,20008,8,-24.2581,-14.5502,0.085
0001,4808,1,10009,9,-7.5558,-20.8674,0.291
0001,4808,2,20009,9,-35.2997,9.0273,0.04
0001,4808,1,10010,10,-4.1739,10.4825,0.341
0001,4808,2,20010,10,-28.5823,-9.5445,0.004
0001,4808,1,10011,11,-6.377,-0.928,0.291
0001,4808,2,20011,11,-28.5549,0.3002,0.088
0001,4813,0,0,0,-0.1451,7.8628,0.616
0001,4813,1,10001,1,-33.875,2.6427,0.255
0001,4813,2,20001,1,23.8993,2.9389,0.04
0001,4813,1,10002,2,-27.84,-9.9471,0.048
0001,4813,2,20002,2,9.6614,-1.7503,0.311
0001,4813,1,10003,3,-23.6701,13.1548,0.191
0001,4813,2,20003,3,1.3912,10.8882,0.102
0001,4813,1,10004,4,-21.5286,-20.3205,0.144
0001,4813,2,20004,4,7.5797,-11.2647,0.266
0001,4813,1,10005,5,-20.783,20.8924,0.154
0001,4813,2,20005,5,-9.7818,8.9111,0.263
0001,4813,1,10006,6,-36.396,-3.5764,0.106
0001,4813,2,20006,6,-23.1809,-4.0832,0.073
0001,4813,1,10007,7,-16.2167,-9.3733,0.139
0001,4813,2,20007,7,-24.4607,16.0223,0.05
0001,4813,1,10008,8,-34.7946,6.7612,0.169
0001,4813,2,20008,8,-23.233,-14.3926,0.082
0001,4813,1,10009,9,-4.3664,-21.1078,0.283
0001,4813,2,20009,9,-34.7579,9.3528,0.078
0001,4813,1,10010,10,-0.9444,8.2115,0.39
0001,4813,2,20010,10,-28.4854,-9.5267,0.043
0001,4813,1,10011,11,-3.6475,0.4883,0.229
0001,4813,2,20011,11,-27.7841,0.454,0.022
0001,4822,0,0,0,1.4959,2.9262,1.044
0001,4822,1,10001,1,-29.9219,1.4447,0.038
0001,4822,2,20001,1,27.4424,0.8786,0.01
0001,4822,1,10002,2,-24.4512,-10.5259,0.157
0001,4822,2,20002,2,11.8854,-0.1368,0.032
0001,4822,1,10003,3,-20.554,13.8819,0.178
0001,4822,2,20003,3,6.7733,11.4298,0.348
0001,4822,1,10004,4,-17.7386,-21.4704,0.158
0001,4822,2,20004,4,11.9369,-11.215,0.315
0001,4822,1,10005,5,-17.3503,22.6076,0.141
0001,4822,2,20005,5,-2.995,9.2083,0.277
0001,4822,1,10006,6,-32.5259,-2.3092,0.218
0001,4822,2,20006,6,-21.7272,-3.9178,0.07
0001,4822,1,10007,7,-10.8314,-9.3559,0.244
0001,4822,2,20007,7,-23.1672,16.0801,0.048
0001,4822,1,10008,8,-30.2436,7.867,0.297
0001,4822,2,20008,8,-21.3761,-14.2506,0.081
0001,4822,1,10009,9,2.9624,-21.0678,0.382
0001,4822,2,20009,9,-31.4639,9.4744,0.091
0001,4822,1,10010,10,1.0653,3.4181,0.059
0001,4822,2,20010,10,-26.8074,-9.5142,0.087
0001,4822,1,10011,11,2.3379,2.2591,0.272
0001,4822,2,20011,11,-26.6188,0.9476,0.094
0001,4831,0,0,0,8.0914,-16.9187,0.164
0001,4831,1,10001,1,-29.4864,-1.6339,0.257
0001,4831,2,20001,1,30.2888,-1.4552,0.321
0001,4831,1,10002,2,-21.0605,-13.2249,0.363
0001,4831,2,20002,2,14.6515,-3.6531,0.302
0001,4831,1,10003,3,-17.5899,13.182,0.187
0001,4831,2,20003,3,13.0012,10.9175,0.263
0001,4831,1,10004,4,-15.2985,-21.9774,0.024
0001,4831,2,20004,4,13.4758,-15.7602,0.08
0001,4831,1,10005,5,-15.2103,22.2831,0.157
0001,4831,2,20005,5,3.2902,7.5814,0.263
0001,4831,1,10006,6,-27.7763,-2.8879,0.228
0001,4831,2,20006,6,-19.397,-4.368,0.234
0001,4831,1,10007,7,-7.1452,-10.4335,0.126
0001,4831,2,20007,7,-22.0256,16.0953,0.047
0001,4831,1,10008,8,-25.1501,7.8059,0.245
0001,4831,2,20008,8,-16.3225,-14.3646,0.291
0001,4831,1,10009,9,7.9066,-17.2565,0.035
0001,4831,2,20009,9,-27.1444,9.8337,0.453
0001,4831,1,10010,10,4.7208,5.8036,0.264
0001,4831,2,20010,10,-25.4617,-9.7807,0.077
0001,4831,1,10011,11,8.4622,-1.3129,0.456
0001,4831,2,20011,11,-25.4405,1.1593,0.078
0001,4842,0,0,0,11.0628,-24.931,0.587
0001,4842,1,10001,1,-28.9605,-4.7572,0.159
0001,4842,2,20001,1,35.2797,-5.2181,0.106
0001,4842,1,10002,2,-17.6203,-16.2843,0.162
0001,4842,2,20002,2,19.888,-7.9409,0.309
0001,4842,1,10003,3,-15.1545,11.761,0.18
0001,4842,2,20003,3,19.8547,8.9724,0.234
0001,4842,1,10004,4,-14.9269,-24.0196,0.167
0001,4842,2,20004,4,17.0349,-20.6869,0.345
0001,4842,1,10005,5,-13.2941,21.55,0.163
0001,4842,2,20005,5,10.5575,4.6871,0.255
0001,4842,1,10006,6,-23.0817,-5.3278,0.21
0001,4842,2,20006,6,-12.5013,-5.8426,0.252
0001,4842,1,10007,7,-0.8991,-12.4107,0.28
0001,4842,2,20007,7,-16.7031,14.7175,0.208
0001,4842,1,10008,8,-19.899,6.3714,0.262
0001,4842,2,20008,8,-8.4615,-14.9159,0.303
0001,4842,1,10009,9,11.2778,-24.1631,0.396
0001,4842,2,20009,9,-23.444,10.8559,0.032
0001,4842,1,10010,10,13.04,9.4138,0.338
0001,4842,2,20010,10,-23.3478,-10.0676,0.085
0001,4842,1,10011,11,12.7556,-4.8384,0.223
0001,4842,2,20011,11,-21.2301,0.4581,0.375
0001,4849,0,0,0,14.468,-25.3007,1.022
0001,4849,1,10001,1,-28.5245,-5.8419,0.136
0001,4849,2,20001,1,37.4655,-6.8461,0.235
0001,4849,1,10002,2,-15.6458,-17.7074,0.128
0001,4849,2,20002,2,23.0634,-11.604,0.158
0001,4849,1,10003,3,-13.2205,9.865,0.187
0001,4849,2,20003,3,21.134,9.4541,0.152
0001,4849,1,10004,4,-12.0852,-24.6668,0.159
0001,4849,2,20004,4,17.9485,-23.3152,0.236
0001,4849,1,10005,5,-10.6856,21.0324,0.157
0001,4849,2,20005,5,14.6845,2.2361,0.313
0001,4849,1,10006,6,-19.3394,-7.2642,0.216
0001,4849,2,20006,6,-8.023,-6.5934,0.285
0001,4849,1,10007,7,0.876,-14.0025,0.186
0001,4849,2,20007,7,-12.6997,13.5302,0.212
0001,4849,1,10008,8,-15.6024,4.0562,0.286
0001,4849,2,20008,8,-3.2941,-15.411,0.292
0001,4849,1,10009,9,14.0209,-25.7295,0.068
0001,4849,2,20009,9,-22.2886,10.7786,0.084
0001,4849,1,10010,10,18.537,9.4884,0.359
0001,4849,2,20010,10,-21.9475,-10.2418,0.086
0001,4849,1,10011,11,15.1586,-6.2263,0.158
0001,4849,2,20011,11,-15.8179,-0.75,0.396
0001,4855,0,0,0,17.3955,-10.469,2.05
0001,4855,1,10001,1,-27.7456,-5.2042,0.177
0001,4855,2,20001,1,39.9333,-6.4111,0.14
0001,4855,1,10002,2,-14.2065,-17.9828,0.154
0001,4855,2,20002,2,24.1223,-11.2049,0.23
0001,4855,1,10003,3,-12.417,9.4259,0.047
0001,4855,2,20003,3,23.7782,9.2692,0.29
0001,4855,1,10004,4,-9.6531,-25.3204,0.162
0001,4855,2,20004,4,18.6976,-21.8222,0.323
0001,4855,1,10005,5,-9.2176,20.3288,0.118
0001,4855,2,20005,5,17.08,1.0798,0.077
0001,4855,1,10006,6,-17.4197,-7.5346,0.117
0001,4855,2,20006,6,-4.1328,-7.2199,0.268
0001,4855,1,10007,7,2.9494,-14.4805,0.103
0001,4855,2,20007,7,-9.0172,12.5937,0.233
0001,4855,1,10008,8,-12.6833,3.6285,0.114
0001,4855,2,20008,8,0.9843,-16.2067,0.3
0001,4855,1,10009,9,16.5028,-24.1403,0.366
0001,4855,2,20009,9,-19.1223,10.5569,0.207
0001,4855,1,10010,10,20.9177,10.2783,0.096
0001,4855,2,20010,10,-17.5451,-10.7469,0.397
0001,4855,1,10011,11,16.9451,-9.74,0.442
0001,4855,2,20011,11,-11.3162,-1.5591,0.316
0001,4862,0,0,0,20.0251,-8.3293,0.36
0001,4862,1,10001,1,-26.2547,-3.4862,0.143
0001,4862,2,20001,1,43.3525,-3.4806,0.383
0001,4862,1,10002,2,-12.2932,-18.355,0.166
0001,4862,2,20002,2,21.8436,-8.7368,0.4
0001,4862,1,10003,3,-11.3324,9.2296,0.082
0001,4862,2,20003,3,26.5399,9.292,0.151
0001,4862,1,10004,4,-10.9299,-24.13,0.112
0001,4862,2,20004,4,22.6744,-17.021,0.352
0001,4862,1,10005,5,-6.7618,20.1447,0.14
0001,4862,2,20005,5,18.4124,0.8927,0.073
0001,4862,1,10006,6,-14.4153,-6.3212,0.206
0001,4862,2,20006,6,1.0971,-7.426,0.305
0001,4862,1,10007,7,5.0579,-13.0724,0.294
0001,4862,2,20007,7,-3.7696,12.3697,0.302
0001,4862,1,10008,8,-10.6198,4.1542,0.071
0001,4862,2,20008,8,5.5293,-14.4593,0.332
0001,4862,1,10009,9,17.8181,-23.3357,0.019
0001,4862,2,20009,9,-15.0143,10.6221,0.386
0001,4862,1,10010,10,22.6977,11.8218,0.313
0001,4862,2,20010,10,-14.2127,-11.2738,0.091
0001,4862,1,10011,11,19.6958,-8.6518,0.42
0001,4862,2,20011,11,-6.8948,-0.1287,0.363
0001,4863,0,0,0,20.8985,-7.842,0.94
0001,4863,1,10001,1,-26.3736,-3.0172,0.194
0001,4863,2,20001,1,44.1973,-2.9515,0.399
0001,4863,1,10002,2,-11.8989,-18.4224,0.164
0001,4863,2,20002,2,21.1689,-8.3327,0.322
0001,4863,1,10003,3,-11.2515,9.2114,0.039
0001,4863,2,20003,3,26.8025,9.8091,0.207
0001,4863,1,10004,4,-11.0222,-24.0597,0.043
0001,4863,2,20004,4,23.17,-16.3676,0.319
0001,4863,1,10005,5,-6.3985,20.126,0.129
0001,4863,2,20005,5,18.6031,0.8591,0.071
0001,4863,1,10006,6,-13.8476,-6.0936,0.218
0001,4863,2,20006,6,1.8851,-7.2697,0.33
0001,4863,1,10007,7,5.6392,-13.0033,0.238
0001,4863,2,20007,7,-2.8519,12.3079,0.327
0001,4863,1,10008,8,-10.1443,4.1318,0.196
0001,4863,2,20008,8,6.4404,-14.3812,0.372
0001,4863,1,10009,9,18.1831,-23.1149,0.18
0001,4863,2,20009,9,-14.0513,10.6239,0.447
0001,4863,1,10010,10,23.5493,12.2834,0.376
0001,4863,2,20010,10,-13.9977,-11.2914,0.091
0001,4863,1,10011,11,20.0151,-8.3897,0.192
0001,4863,2,20011,11,-6.207,0.2347,0.369
0001,4875,0,0,0,9.5045,-2.8063,0.904
0001,4875,1,10001,1,-22.6489,-2.5072,0.219
0001,4875,2,20001,1,43.7478,0.6571,0.137
0001,4875,1,10002,2,-8.2851,-13.7129,0.17
0001,4875,2,20002,2,20.9392,-8.0154,0.119
0001,4875,1,10003,3,-8.2143,8.394,0.121
0001,4875,2,20003,3,23.6367,11.1432,0.205
0001,4875,1,10004,4,-8.0767,-23.6675,0.154
0001,4875,2,20004,4,21.0687,-17.3025,0.046
0001,4875,1,10005,5,-6.7555,19.6595,0.005
0001,4875,2,20005,5,18.8119,1.66,0.069
0001,4875,1,10006,6,-9.5176,-3.9835,0.133
0001,4875,2,20006,6,9.418,-3.7655,0.055
0001,4875,1,10007,7,7.4971,-5.0283,0.341
0001,4875,2,20007,7,2.5401,16.5467,0.079
0001,4875,1,10008,8,-5.4922,4.6516,0.15
0001,4875,2,20008,8,5.2435,-12.1702,0.241
0001,4875,1,10009,9,18.8029,-22.7388,0.0
0001,4875,2,20009,9,-8.7537,11.3428,0.061
0001,4875,1,10010,10,25.0937,13.1227,0.0
0001,4875,2,20010,10,-7.6459,-10.8032,0.175
0001,4875,1,10011,11,20.3738,-7.37,0.0
0001,4875,2,20011,11,-4.7572,6.3532,0.291
0001,4882,0,0,0,4.7739,12.3404,1.704
0001,4882,1,10001,1,-24.0678,-1.1614,0.225
0001,4882,2,20001,1,41.9411,1.5709,0.139
0001,4882,1,10002,2,-8.4639,-11.0061,0.133
0001,4882,2,20002,2,18.4004,-4.7312,0.288
0001,4882,1,10003,3,-8.4185,10.3224,0.282
0001,4882,2,20003,3,19.309,13.1022,0.237
0001,4882,1,10004,4,-8.0273,-21.0561,0.093
0001,4882,2,20004,4,20.4382,-16.8842,0.004
0001,4882,1,10005,5,-8.2243,21.4775,0.105
0001,4882,2,20005,5,18.1456,2.3188,0.071
0001,4882,1,10006,6,-9.5594,-0.2296,0.268
0001,4882,2,20006,6,9.0033,-3.1705,0.07
0001,4882,1,10007,7,5.7214,-3.2733,0.193
0001,4882,2,20007,7,4.6708,12.841,0.3
0001,4882,1,10008,8,-4.4129,8.2804,0.323
0001,4882,2,20008,8,2.9596,-9.6208,0.291
0001,4882,1,10009,9,18.803,-22.7388,0.0
0001,4882,2,20009,9,-7.646,12.149,0.26
0001,4882,1,10010,10,25.0937,13.1227,0.0
0001,4882,2,20010,10,-7.0341,-9.7368,0.084
0001,4882,1,10011,11,20.1679,-7.4354,0.0
0001,4882,2,20011,11,-4.6729,11.2746,0.384
0001,4887,0,0,0,-4.174,12.6093,0.147
0001,4887,1,10001,1,-24.8986,0.8811,0.264
0001,4887,2,20001,1,41.7494,1.6719,0.001
0001,4887,1,10002,2,-10.0641,-9.3381,0.026
0001,4887,2,20002,2,17.8244,-2.305,0.236
0001,4887,1,10003,3,-9.6663,12.2386,0.384
0001,4887,2,20003,3,19.4662,13.4784,0.047
0001,4887,1,10004,4,-8.67,-20.1073,0.223
0001,4887,2,20004,4,20.1296,-15.9721,0.186
0001,4887,1,10005,5,-9.9333,22.714,0.295
0001,4887,2,20005,5,17.8144,2.9727,0.066
0001,4887,1,10006,6,-10.7089,1.5371,0.04
0001,4887,2,20006,6,8.6058,-2.7295,0.012
0001,4887,1,10007,7,3.1692,-2.9416,0.248
0001,4887,2,20007,7,4.8085,12.4083,0.002
0001,4887,1,10008,8,-4.301,11.7577,0.133
0001,4887,2,20008,8,2.0444,-8.8578,0.063
0001,4887,1,10009,9,18.803,-22.7388,0.0
0001,4887,2,20009,9,-7.0735,14.5256,0.118
0001,4887,1,10010,10,25.0937,13.1227,0.0
0001,4887,2,20010,10,-7.0499,-8.779,0.087
0001,4887,1,10011,11,20.1679,-7.4354,0.0
0001,4887,2,20011,11,-4.548,12.5177,0.013
0001,4903,0,0,0,-4.5378,12.5096,0.0
0001,4903,1,10001,1,-35.5821,3.2906,0.172
0001,4903,2,20001,1,41.7475,1.6729,0.0
0001,4903,1,10002,2,-14.3278,-6.6292,0.0
0001,4903,2,20002,2,15.1464,-0.2252,0.0
0001,4903,1,10003,3,-12.9753,18.6218,0.0
0001,4903,2,20003,3,15.3914,20.2156,0.0
0001,4903,1,10004,4,-4.7724,-22.808,0.0
0001,4903,2,20004,4,16.8227,-13.3486,0.0
0001,4903,1,10005,5,-4.8109,26.9064,0.0
0001,4903,2,20005,5,15.073,8.8568,0.061
0001,4903,1,10006,6,-11.7731,6.2325,0.0
0001,4903,2,20006,6,8.7245,5.8292,0.0
0001,4903,1,10007,7,0.3297,-5.0046,0.0
0001,4903,2,20007,7,6.5831,17.8632,0.0
0001,4903,1,10008,8,-4.9251,12.4144,0.0
0001,4903,2,20008,8,6.1235,-6.2723,0.0
0001,4903,1,10009,9,12.9936,-19.7225,0.0
0001,4903,2,20009,9,5.972,15.3899,0.031
0001,4903,1,10010,10,12.0621,23.7175,0.0
0001,4903,2,20010,10,-3.0166,-6.2823,0.0
0001,4903,1,10011,11,10.4199,3.1071,0.0
0001,4903,2,20011,11,4.3766,6.9454,0.011
0001,4910,0,0,0,-1.656,24.2179,1.342
0001,4910,1,10001,1,-34.3109,5.0208,0.102
0001,4910,2,20001,1,39.8598,2.1394,0.024
0001,4910,1,10002,2,-14.3278,-6.6292,0.0
0001,4910,2,20002,2,13.3748,2.0918,0.265
0001,4910,1,10003,3,-15.3133,21.0895,0.25
0001,4910,2,20003,3,14.4946,22.7473,0.299
0001,4910,1,10004,4,-3.2656,-23.3225,0.154
0001,4910,2,20004,4,15.1479,-11.3222,0.213
0001,4910,1,10005,5,-2.2068,24.5191,0.252
0001,4910,2,20005,5,14.5788,11.4287,0.245
0001,4910,1,10006,6,-11.4571,6.7445,0.204
0001,4910,2,20006,6,8.6418,6.5383,0.068
0001,4910,1,10007,7,1.9146,-4.9012,0.138
0001,4910,2,20007,7,4.606,20.0993,0.308
0001,4910,1,10008,8,-1.9475,13.032,0.114
0001,4910,2,20008,8,6.0184,-5.9698,0.253
0001,4910,1,10009,9,13.6925,-17.1407,0.258
0001,4910,2,20009,9,5.6795,15.6843,0.204
0001,4910,1,10010,10,13.7981,24.6475,0.041
0001,4910,2,20010,10,-2.2261,-5.1321,0.108
0001,4910,1,10011,11,10.8964,3.546,0.037
0001,4910,2,20011,11,2.408,9.4616,0.366
0001,4918,0,0,0,1.9803,28.1772,0.516
0001,4918,1,10001,1,-32.3026,6.6414,0.203
0001,4918,2,20001,1,38.9214,2.4587,0.002
0001,4918,1,10002,2,-14.4088,-5.5114,0.009
0001,4918,2,20002,2,14.6759,2.7963,0.003
0001,4918,1,10003,3,-15.7202,22.8619,0.155
0001,4918,2,20003,3,15.9075,25.3647,0.01
0001,4918,1,10004,4,-0.6716,-23.9916,0.165
0001,4918,2,20004,4,15.002,-9.2033,0.265
0001,4918,1,10005,5,1.554,27.5198,0.308
0001,4918,2,20005,5,15.1099,14.8089,0.235
0001,4918,1,10006,6,-9.2269,6.1121,0.109
0001,4918,2,20006,6,8.9165,10.9142,0.276
0001,4918,1,10007,7,4.8031,-4.2196,0.049
0001,4918,2,20007,7,2.4422,25.9646,0.252
0001,4918,1,10008,8,-1.239,16.431,0.335
0001,4918,2,20008,8,3.5557,-2.7575,0.05
